id,age,gender,income,logincome,debt,love,nocheating,money,paypercent,logpaypercent
167,18,male,19704.72605,9.888613787,nodebt,10,10,7,74,4.304065093
168,26,female,13495.62993,9.510121203,yesdebt,8,10,9,13,2.564949357
169,18,female,13535.62044,9.513080041,yesdebt,8,7,5,96,4.564348191
170,18,male,29082.96869,10.27790801,nodebt,10,6,5,88,4.477336814
171,21,female,18934.55215,9.848743688,yesdebt,10,10,2,13,2.564949357
172,18,female,3615.210968,NA,nodebt,8,10,1,4,1.386294361
173,18,female,20737.87243,9.939716893,yesdebt,7,4,7,44,3.784189634
174,18,female,9541.289799,9.163383954,nodebt,6,10,5,88,4.477336814
175,19,male,15308.91539,9.636190643,yesdebt,10,10,2,42,3.737669618
176,25,female,25827.54618,10.15919688,yesdebt,10,10,1,32,3.465735903
177,20,female,28531.11851,10.25875065,yesdebt,10,10,6,21,3.044522438
178,22,female,1817.99379,NA,nodebt,6,10,2,83,4.418840608
179,18,male,2796.820073,7.936238362,nodebt,4,10,9,64,4.158883083
180,20,male,18501.97521,9.825632773,yesdebt,8,10,1,13,2.564949357
181,22,female,9854.997445,9.19573396,nodebt,10,8,6,51,3.931825633
182,25,female,11191.37637,9.322898794,nodebt,10,4,9,79,4.369447852
183,23,female,24835.21015,10.12001769,nodebt,4,7,2,37,3.610917913
184,24,male,11307.53653,9.333224732,nodebt,9,7,10,44,3.784189634
185,27,male,5662.955877,8.641701275,nodebt,4,10,6,80,4.382026635
186,24,female,12597.18047,9.441228296,yesdebt,3,5,4,84,4.430816799
187,26,female,21159.79186,9.959858049,nodebt,10,4,7,68,4.219507705
188,26,male,16922.10239,9.73637588,nodebt,10,10,5,21,3.044522438
189,26,male,21033.35038,9.95386457,yesdebt,1,3,10,20,2.995732274
190,20,female,1847.347486,6.742110865,nodebt,10,10,10,53,3.970291914
191,19,female,15930.65856,9.676000743,nodebt,10,10,10,4,1.386294361
192,22,female,20536.18032,9.929943503,yesdebt,10,10,10,81,4.394449155
193,26,male,26023.8882,10.16677017,yesdebt,10,10,6,10,2.302585093
194,21,male,6887.761686,NA,nodebt,2,3,9,6,1.791759469
195,26,female,8739.478476,9.075605796,nodebt,8,5,9,26,3.258096538
196,23,female,21464.34672,9.974148546,nodebt,7,6,10,99,4.59511985
197,25,male,19192.54869,9.862277394,nodebt,10,10,2,28,3.33220451
198,18,male,17848.94219,9.789699525,yesdebt,6,1,10,92,4.521788577
199,23,male,2160.359893,7.678030104,nodebt,2,10,10,4,1.386294361
200,26,female,12418.54352,9.42694608,yesdebt,10,10,4,87,4.465908119
201,23,female,2291.675132,NA,yesdebt,3,10,9,32,3.465735903
202,27,female,15152.77362,9.625938871,nodebt,5,1,1,13,2.564949357
203,23,female,7058.364955,8.861968711,yesdebt,7,10,10,22,3.091042453
204,23,female,3481.876724,8.155326716,nodebt,10,8,9,12,2.48490665
205,21,female,16354.33242,9.702248121,nodebt,10,9,8,9,2.197224577
206,24,female,29598.60689,10.29548257,nodebt,2,10,8,74,4.304065093
207,23,female,2324.465743,7.751245504,nodebt,6,2,5,6,1.791759469
208,27,male,8009.359859,8.988366119,yesdebt,7,6,8,70,4.248495242
209,22,male,13433.75242,9.505525657,yesdebt,10,10,8,59,4.077537444
210,22,male,9346.77854,9.142787022,yesdebt,10,10,9,19,2.944438979
211,19,male,6650.527157,8.802451402,nodebt,8,10,7,66,4.189654742
212,26,female,19880.01388,9.897470178,nodebt,2,10,1,9,2.197224577
213,23,male,6942.465503,8.84541225,yesdebt,1,10,10,89,4.48863637
214,18,female,13705.73501,9.525569638,yesdebt,10,4,8,89,4.48863637
215,18,female,22840.41501,10.03628683,yesdebt,1,8,8,99,4.59511985
216,19,female,17895.53807,9.792306691,nodebt,10,2,3,22,3.091042453
217,24,male,2154.736647,7.67542379,yesdebt,10,10,7,48,3.871201011
218,19,male,25488.45124,10.14598074,yesdebt,10,10,4,77,4.343805422
219,27,female,19315.10539,9.868642731,nodebt,6,10,1,26,3.258096538
220,27,male,16750.35379,9.726174659,nodebt,3,10,4,38,3.63758616
221,21,female,13960.26485,9.543970348,yesdebt,9,5,7,83,4.418840608
222,21,female,8079.576868,8.997094782,yesdebt,6,2,8,77,4.343805422
223,24,female,8394.894537,9.035379007,nodebt,5,10,6,46,3.828641396
224,18,male,7366.887399,8.904750562,nodebt,10,4,6,87,4.465908119
225,22,female,3862.210073,8.258994856,nodebt,10,4,3,85,4.442651256
226,23,female,19260.04558,9.865788052,nodebt,6,10,6,94,4.543294782
227,21,male,4119.888638,8.323581412,nodebt,1,10,1,48,3.871201011
228,19,male,18343.99591,9.817057602,yesdebt,5,10,9,25,3.218875825
229,27,female,8197.93475,9.011637542,yesdebt,7,10,7,11,2.397895273
230,26,female,21956.21088,9.996805334,yesdebt,8,10,7,95,4.553876892
231,23,female,23275.84349,10.05517134,yesdebt,10,8,8,36,3.583518938
232,27,female,15165.8943,9.62680439,nodebt,3,10,8,14,2.63905733
233,26,female,18160.95444,9.807029208,yesdebt,1,5,6,9,2.197224577
234,24,female,17210.81714,9.753293368,nodebt,10,8,7,86,4.454347296
235,27,female,3744.734668,8.228106044,yesdebt,5,10,1,11,2.397895273
236,20,male,21437.48277,9.9728962,yesdebt,6,10,6,23,3.135494216
237,26,female,21200.43209,9.961776842,nodebt,10,10,5,42,3.737669618
238,20,male,7734.834471,8.953489363,yesdebt,10,10,4,49,3.891820298
239,22,male,7031.839073,8.858203554,nodebt,9,10,3,12,2.48490665
240,21,male,17900.37316,9.792576839,yesdebt,10,5,9,93,4.532599493
241,27,male,6311.341082,8.750103466,nodebt,3,3,10,5,1.609437912
242,23,female,16402.09703,9.705164473,yesdebt,3,4,10,26,3.258096538
243,26,male,20076.18737,9.907289684,nodebt,10,10,7,79,4.369447852
244,23,male,12853.56017,9.461376108,nodebt,6,3,6,19,2.944438979
245,18,male,13852.65123,9.536231918,nodebt,10,6,9,85,4.442651256
246,22,male,9517.390271,9.160875959,nodebt,10,6,6,66,4.189654742
247,22,female,12516.30291,9.434787306,yesdebt,2,10,1,80,4.382026635
248,23,female,10438.6436,9.25326993,yesdebt,10,10,6,35,3.555348061
249,26,male,35274.76984,10.47092325,nodebt,10,3,6,69,4.234106505
250,27,female,19812.28775,9.894057617,yesdebt,10,10,3,84,4.430816799
251,25,female,24020.48967,10.08666248,yesdebt,10,10,5,31,3.433987204
252,19,female,11237.98748,9.327055057,yesdebt,10,10,5,3,1.098612289
253,24,male,13340.57198,9.498565196,nodebt,7,10,7,83,4.418840608
254,24,female,36965.3869,10.51773726,nodebt,10,10,5,15,2.708050201
255,22,male,8357.674281,9.030935471,nodebt,10,7,3,7,1.945910149
256,20,female,9858.398971,9.196079058,nodebt,10,10,2,6,1.791759469
257,27,male,13867.10415,9.537274706,yesdebt,1,10,4,25,3.218875825
258,26,male,23834.92921,10.0789074,nodebt,10,10,5,47,3.850147602
259,26,female,9008.198188,NA,nodebt,10,4,10,19,2.944438979
260,22,male,31428.75062,10.35547838,nodebt,9,10,1,29,3.36729583
261,19,male,6249.631582,8.740277794,nodebt,10,10,1,28,3.33220451
262,20,male,5187.491879,8.554005599,nodebt,10,10,1,32,3.465735903
263,19,male,12261.78218,9.414242565,yesdebt,3,4,10,9,2.197224577
264,21,male,20268.26063,9.916811425,nodebt,4,9,3,56,4.025351691
265,25,male,8188.439178,9.010478582,yesdebt,1,10,10,42,3.737669618
266,22,female,1007.864239,NA,nodebt,4,10,9,12,2.48490665
267,25,female,11081.14687,9.313000463,yesdebt,4,10,4,78,4.356708827
268,23,female,17625.94722,9.777127369,yesdebt,10,10,5,75,4.317488114
269,21,female,21921.29641,9.995213882,nodebt,7,10,4,16,2.772588722
270,22,female,24117.73373,10.09070269,nodebt,10,5,4,12,2.48490665
271,21,male,11528.35789,9.352565183,yesdebt,2,1,7,74,4.304065093
272,27,female,26703.80637,10.1925614,yesdebt,6,2,6,18,2.890371758
273,18,male,24582.46169,10.10978853,nodebt,10,5,2,42,3.737669618
274,18,female,11301.70672,9.332709031,nodebt,4,8,6,93,4.532599493
275,21,female,22302.78205,10.01246671,yesdebt,4,2,7,30,3.401197382
276,23,male,23452.5382,10.06273401,nodebt,10,10,7,53,3.970291914
277,23,male,3947.565791,8.280854413,yesdebt,2,5,7,62,4.127134385
278,24,male,27179.37337,10.21021363,yesdebt,10,10,3,92,4.521788577
279,22,male,14375.84573,9.573304697,nodebt,10,7,1,17,2.833213344
280,19,male,19018.77044,9.853181688,yesdebt,10,6,8,7,1.945910149
281,24,male,14302.29497,9.568175291,yesdebt,5,10,5,19,2.944438979
282,27,female,9472.372913,9.156134726,yesdebt,10,10,6,94,4.543294782
283,23,female,27211.38343,10.21139067,nodebt,10,1,7,35,3.555348061
284,19,male,25512.53346,10.14692512,yesdebt,6,1,7,85,4.442651256
285,20,male,6441.967091,8.770589221,nodebt,10,10,9,7,1.945910149
286,18,male,14872.76908,9.607287241,nodebt,10,10,9,18,2.890371758
287,21,female,19311.44574,9.868453243,yesdebt,10,10,4,45,3.80666249
288,26,male,1722.266989,6.582394861,yesdebt,10,10,6,64,4.158883083
289,23,male,11399.15722,9.341294703,nodebt,10,5,8,29,3.36729583
290,27,male,18827.97179,9.843098904,nodebt,10,8,5,32,3.465735903
291,24,male,12228.57142,9.411530412,yesdebt,8,10,5,76,4.33073334
292,20,female,1354.292626,NA,nodebt,10,3,3,33,3.496507561
293,19,male,3130.992049,8.049105182,yesdebt,2,10,9,67,4.204692619
294,26,female,7616.348222,8.938052298,yesdebt,10,10,5,96,4.564348191
295,27,female,16393.95625,9.704668024,nodebt,7,1,5,65,4.17438727
296,26,male,1461.41452,6.134296815,nodebt,10,10,6,41,3.713572067
297,20,female,19000.32543,9.852211386,nodebt,9,10,6,79,4.369447852
298,24,female,23508.37083,10.06511184,nodebt,10,5,9,70,4.248495242
299,20,male,10478.37872,9.257069243,yesdebt,9,10,1,31,3.433987204
300,23,male,22552.74399,10.02361202,nodebt,6,2,2,99,4.59511985
301,21,female,22784.79149,10.03384855,yesdebt,4,9,4,90,4.49980967
302,27,female,14862.67144,9.606608076,yesdebt,10,10,6,20,2.995732274
303,19,female,12120.58119,9.402660212,nodebt,10,10,9,93,4.532599493
304,24,female,13478.52572,9.50885301,nodebt,6,10,9,58,4.060443011
305,18,female,1020.424754,NA,yesdebt,10,10,3,87,4.465908119
306,19,female,19482.79626,9.877287112,yesdebt,6,10,1,78,4.356708827
307,20,male,17683.07798,9.780363415,yesdebt,5,10,6,33,3.496507561
308,18,male,13775.81778,9.530669999,yesdebt,10,10,8,26,3.258096538
309,27,female,6747.899658,NA,nodebt,5,10,3,53,3.970291914
310,22,female,17337.74229,9.76064104,nodebt,8,10,9,5,1.609437912
311,19,male,19522.57766,9.879326904,yesdebt,6,4,5,1,0
312,20,male,8006.248287,8.987977552,nodebt,7,10,8,84,4.430816799
313,20,male,23072.27094,10.04638678,nodebt,5,10,4,95,4.553876892
314,27,female,19616.44087,9.884123314,nodebt,10,10,5,26,3.258096538
315,19,female,5496.020704,8.611779601,yesdebt,10,10,4,1,0
316,27,male,7331.246903,8.89990089,nodebt,3,10,2,9,2.197224577
317,21,female,13234.03566,9.490547249,nodebt,2,10,5,5,1.609437912
318,26,male,7075.965409,8.864459167,nodebt,4,10,7,96,4.564348191
319,27,female,6631.558227,8.799595082,nodebt,10,6,10,12,2.48490665
320,24,female,25877.18332,10.16111691,yesdebt,9,10,6,92,4.521788577
321,18,female,5752.60803,8.657408601,nodebt,10,10,8,36,3.583518938
322,21,male,17086.74526,9.746058311,nodebt,10,10,5,13,2.564949357
323,23,male,2534.1082,7.837597059,nodebt,5,6,5,11,2.397895273
324,20,male,14942.87637,9.611989968,nodebt,8,9,4,1,0
325,20,female,19541.77782,9.880309905,nodebt,10,7,1,57,4.043051268
326,23,male,23888.3535,10.08114632,nodebt,5,10,3,21,3.044522438
327,26,female,6045.242159,8.707026822,nodebt,10,10,7,85,4.442651256
328,27,male,9037.314485,9.109117339,nodebt,10,10,9,50,3.912023005
329,24,male,22165.48215,10.0062915,yesdebt,10,10,10,92,4.521788577
330,20,female,19721.95542,9.889487782,yesdebt,10,2,10,48,3.871201011
331,26,male,12692.30176,9.448750928,yesdebt,3,10,4,70,4.248495242
332,19,male,15385.30773,9.64116829,yesdebt,1,10,2,77,4.343805422
333,23,male,11088.59155,9.313672071,nodebt,10,10,5,90,4.49980967
334,26,male,20703.89268,9.938077014,yesdebt,7,10,6,41,3.713572067
335,25,female,17788.72924,9.786320347,yesdebt,2,10,5,35,3.555348061
336,23,female,14251.50837,9.564618031,nodebt,10,6,3,79,4.369447852
337,22,male,8236.920166,9.016381787,yesdebt,10,1,5,23,3.135494216
338,27,male,17220.84986,9.75387613,yesdebt,10,3,5,57,4.043051268
339,18,female,12688.7896,9.448474174,nodebt,3,6,1,92,4.521788577
340,26,female,1189.386019,5.243787361,yesdebt,1,10,7,19,2.944438979
341,27,female,7356.2512,8.903305734,nodebt,1,10,6,80,4.382026635
342,18,female,1502.913205,7.31516064,nodebt,7,10,10,19,2.944438979
343,23,female,22466.02171,10.0197593,yesdebt,10,10,7,98,4.584967479
344,18,female,27111.607,10.20771722,nodebt,10,10,9,63,4.143134726
345,26,female,33834.28209,10.42922983,nodebt,10,10,10,62,4.127134385
346,21,male,32092.93502,10.37639119,yesdebt,1,10,10,85,4.442651256
347,20,female,8979.409667,9.10268942,nodebt,5,5,8,56,4.025351691
348,22,female,4976.514166,8.512484958,nodebt,5,8,5,56,4.025351691
349,23,male,10001.37532,9.210477895,yesdebt,4,10,2,34,3.526360525
350,22,male,25176.51575,10.13366692,yesdebt,9,10,9,67,4.204692619
351,27,male,7049.468988,8.860707572,nodebt,10,8,4,58,4.060443011
352,21,female,9332.492092,9.141257363,nodebt,4,9,1,85,4.442651256
353,19,male,9025.756537,9.107837606,yesdebt,10,10,9,43,3.761200116
354,24,female,12781.51832,9.455755525,yesdebt,1,10,8,95,4.553876892
355,21,female,20279.17361,9.917349708,yesdebt,10,10,8,70,4.248495242
356,26,female,2902.888957,7.973461712,yesdebt,7,10,7,24,3.17805383
357,26,female,14827.10648,9.604212304,yesdebt,10,3,1,87,4.465908119
358,21,female,1963.439648,6.870509848,yesdebt,10,9,7,48,3.871201011
359,26,female,23283.73001,10.05551011,yesdebt,6,10,6,11,2.397895273
360,20,male,21899.18087,9.994204512,yesdebt,10,10,7,63,4.143134726
361,19,female,17124.35814,9.748257181,yesdebt,10,10,10,27,3.295836866
362,27,female,13149.38418,9.484130206,nodebt,6,1,4,51,3.931825633
363,18,male,23194.86215,10.05168607,yesdebt,10,6,1,10,2.302585093
364,25,male,19938.96034,9.900430903,yesdebt,10,10,2,86,4.454347296
365,21,female,5631.753466,8.636176123,yesdebt,1,5,6,15,2.708050201
366,22,male,35153.51654,10.46747994,nodebt,10,10,1,75,4.317488114
367,22,male,9935.281503,9.203847489,yesdebt,9,10,9,53,3.970291914
368,23,male,6811.758503,8.826405589,yesdebt,10,9,2,75,4.317488114
369,21,male,18485.55153,9.824744707,yesdebt,1,10,2,15,2.708050201
370,26,male,17138.37234,9.749075225,nodebt,2,10,6,12,2.48490665
371,25,female,16212.27822,9.693524149,nodebt,10,4,2,40,3.688879454
372,24,female,3567.135204,8.179518089,yesdebt,10,2,1,39,3.663561646
373,27,male,15737.9523,9.663830419,yesdebt,10,10,4,24,3.17805383
